geometry.coordinates,date_tm-value,stn_nam-value,air_temp,air_temp-qa,dwpt_temp,rel_hum,rel_hum-qa,avg_wnd_spd_10m_pst10mts,avg_wnd_spd_10m_pst1hr,rnfl_amt_pst1mt,rnfl_amt_pst1mt-qa,rnfl_amt_pst1hr,rnfl_amt_pst1hr-qa,dwpt_temp-qa,avg_vis_pst10mts,vis,vis-qa
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:00:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.0,0.9,,,0.4,100.0,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:00:00.000Z,WEST VANCOUVER AUT,2.1,100.0,2.0,99.0,100.0,0.6,0.5,0.0,100.0,0.8,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:00:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.1,8.2,,,,,,,,
"[-123.008, 49.0733, 1.8]",2025-12-26T03:00:00.000Z,Vancouver Boundary Bay,3.0,100.0,2.6,97.0,100.0,3.6,,,,,,100.0,,,
"[-122.42528, 49.07556, 110.0]",2025-12-26T03:00:00.000Z,BRADNER ROAD,2.5,100.0,2.0,93.0,100.0,,,,,,,100.0,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:00:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,3.3,1.5,0.0,100.0,0.8,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:00:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.0,0.9,0.0,100.0,0.4,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:00:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.1,6.4,0.0,100.0,0.2,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:00:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.7,7.2,,,,,,,,
"[-122.713, 49.2161, 3.7]",2025-12-26T03:00:00.000Z,Pitt Meadows,2.8,100.0,2.8,100.0,100.0,2.9,,,,,,100.0,,,
"[-123.26969, 49.37186, 140.0]",2025-12-26T03:00:00.000Z,EAGLE RIDGE,2.2,100.0,1.0,93.0,100.0,,,,,,,100.0,,,
"[-122.631, 49.1008, 10.4]",2025-12-26T03:00:00.000Z,Langley Regional,3.0,100.0,2.9,100.0,100.0,5.0,,,,,,100.0,,,
"[-123.106, 49.2869, 0.0]",2025-12-26T03:00:00.000Z,Vancouver Harbour,2.6,100.0,1.5,93.0,100.0,7.2,,,,,,100.0,,,
"[-123.184, 49.1947, 4.0]",2025-12-26T03:00:00.000Z,Vancouver International,3.2,100.0,2.8,98.0,100.0,4.3,,,,,,100.0,,24.14,100.0
"[-123.303374, 49.105909, 13.0]",2025-12-26T03:00:00.000Z,SANDHEADS CS,3.6,100.0,1.7,87.0,100.0,14.1,11.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:00:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.1,8.2,,,,,,,,
"[-123.187254, 49.182552, 4.118]",2025-12-26T03:00:00.000Z,VANCOUVER SEA ISLAND CCG,3.2,100.0,2.5,95.0,100.0,2.2,1.9,,,0.2,100.0,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:00:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.1,6.4,,,0.2,100.0,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:00:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,3.3,1.5,,,0.8,100.0,,,,
"[-123.121687, 49.295348, 4.0]",2025-12-26T03:00:00.000Z,VANCOUVER HARBOUR CS,3.8,100.0,2.8,93.0,100.0,,,,,0.4,100.0,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:01:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,0.9,0.9,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:01:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,2.5,1.4,0.0,100.0,0.8,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:01:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.6,6.4,0.0,100.0,0.2,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:01:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,8.2,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:01:00.000Z,WEST VANCOUVER AUT,2.1,100.0,2.0,99.0,100.0,0.6,0.5,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:01:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.5,7.0,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:02:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,8.2,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:02:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,1.8,1.4,0.0,100.0,0.8,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:02:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.3,6.8,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:02:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.7,6.4,0.0,100.0,0.2,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:02:00.000Z,DELTA BURNS BOG,2.7,100.0,2.6,100.0,100.0,0.9,1.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:02:00.000Z,WEST VANCOUVER AUT,2.1,100.0,2.0,99.0,100.0,0.5,0.5,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:03:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,1.5,1.4,0.0,100.0,0.8,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:03:00.000Z,WEST VANCOUVER AUT,2.1,100.0,2.0,99.0,100.0,0.4,0.5,0.0,100.0,0.6,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:03:00.000Z,DELTA BURNS BOG,2.7,100.0,2.6,100.0,100.0,1.0,1.0,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:03:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.3,6.4,0.0,100.0,0.2,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:03:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.4,8.3,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:03:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.2,6.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:04:00.000Z,WEST VANCOUVER AUT,2.1,100.0,2.0,99.0,100.0,0.3,0.5,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:04:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,1.0,1.4,0.0,100.0,0.8,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:04:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.1,6.3,0.0,100.0,0.2,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:04:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.1,6.5,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:04:00.000Z,DELTA BURNS BOG,2.7,100.0,2.6,100.0,100.0,1.2,1.0,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:04:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.5,8.4,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:05:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,8.4,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:05:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,1.9,6.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:05:00.000Z,WEST VANCOUVER AUT,2.1,100.0,2.0,99.0,100.0,0.1,0.4,0.0,100.0,0.6,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:05:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,0.7,1.4,0.0,100.0,0.8,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:05:00.000Z,DELTA BURNS BOG,2.7,100.0,2.6,100.0,100.0,1.4,1.0,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:05:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.5,6.4,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:06:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.3,6.4,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:06:00.000Z,DELTA BURNS BOG,2.7,100.0,2.6,100.0,100.0,1.5,1.0,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:06:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,0.8,1.5,0.0,100.0,0.8,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:06:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,1.9,6.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:06:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.0,99.0,100.0,0.0,0.4,0.0,100.0,0.6,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:06:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.4,8.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:07:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,1.1,1.5,0.0,100.0,0.8,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:07:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.4,1.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:07:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.0,99.0,100.0,0.1,0.4,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:07:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.6,6.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:07:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.2,8.4,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:07:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,1.9,6.2,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:08:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.5,1.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:08:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.0,6.0,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:08:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.1,0.4,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:08:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.7,6.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:08:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.4,8.5,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:08:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,1.6,1.6,0.0,100.0,0.8,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:09:00.000Z,PITT MEADOWS CS,3.0,100.0,2.8,99.0,100.0,2.5,1.8,0.0,100.0,0.8,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:09:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.1,5.9,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:09:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.5,1.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:09:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.1,0.4,0.0,100.0,0.4,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:09:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.7,8.5,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:09:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.7,6.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:10:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.2,5.8,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:10:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,5.8,6.4,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:10:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,3.5,2.0,0.0,100.0,0.8,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:10:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.0,8.5,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:10:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.2,0.4,0.0,100.0,0.4,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:10:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.5,1.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:11:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.2,5.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:11:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.1,6.4,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:11:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,4.2,2.0,0.0,100.0,0.4,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:11:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.2,8.5,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:11:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.4,1.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:11:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.2,0.4,0.0,100.0,0.4,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:12:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.1,5.5,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:12:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,4.6,2.1,0.0,100.0,0.4,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:12:00.000Z,DELTA BURNS BOG,2.6,100.0,2.6,100.0,100.0,1.2,1.0,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:12:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.0,6.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:12:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.4,8.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:12:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.2,0.4,0.0,100.0,0.4,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:13:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.1,5.3,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:13:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,5.2,2.2,0.0,100.0,0.4,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:13:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.4,8.6,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:13:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,1.0,1.0,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:13:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.2,6.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:13:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.2,0.4,0.2,100.0,0.6,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:14:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,1.0,1.1,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:14:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,6.0,2.4,0.0,100.0,0.4,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:14:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.6,6.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:14:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.2,0.4,0.0,100.0,0.6,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:14:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.4,8.6,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:14:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,2.1,5.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:15:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,10.0,8.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:15:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,6.8,2.5,0.0,100.0,0.4,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:15:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,0.9,1.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:15:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.1,99.0,100.0,0.3,0.4,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:15:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.6,6.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:15:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,1.9,5.2,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:16:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.8,8.6,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:16:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,1.1,1.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:16:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,1.8,5.0,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:16:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.3,0.4,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:16:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.7,6.4,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:16:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,7.1,2.6,0.0,100.0,0.4,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:17:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.5,6.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:17:00.000Z,WEST VANCOUVER AUT,2.2,100.0,2.1,99.0,100.0,0.3,0.4,0.0,100.0,0.6,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:17:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,1.7,1.3,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:17:00.000Z,POINT ATKINSON,3.0,100.0,2.0,93.0,100.0,1.7,4.9,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:17:00.000Z,PITT MEADOWS CS,3.1,100.0,2.9,99.0,100.0,7.1,2.6,0.0,100.0,0.4,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:17:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,10.1,8.6,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:18:00.000Z,POINT ATKINSON,3.0,100.0,2.1,93.0,100.0,1.5,4.8,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:18:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.9,8.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:18:00.000Z,PITT MEADOWS CS,3.2,100.0,2.9,99.0,100.0,6.5,2.7,0.0,100.0,0.4,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:18:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,2.1,1.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:18:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.2,6.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:18:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.2,0.4,0.0,100.0,0.6,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:19:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.7,8.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:19:00.000Z,PITT MEADOWS CS,3.2,100.0,3.0,99.0,100.0,6.2,2.8,0.0,100.0,0.4,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:19:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,2.4,1.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:19:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.3,0.4,0.0,100.0,0.6,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:19:00.000Z,POINT ATKINSON,3.0,100.0,2.1,93.0,100.0,1.3,4.6,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:19:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.3,6.4,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:20:00.000Z,POINT ATKINSON,3.1,100.0,2.1,93.0,100.0,1.2,4.6,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:20:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.4,8.5,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:20:00.000Z,PITT MEADOWS CS,3.2,100.0,3.0,98.0,100.0,6.3,2.9,0.0,100.0,0.4,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:20:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,2.7,1.5,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:20:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.3,0.4,0.0,100.0,0.6,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:20:00.000Z,WHITE ROCK,3.5,100.0,2.8,95.0,100.0,6.0,6.4,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:21:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,3.0,1.5,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:21:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.3,4.5,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:21:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.0,6.4,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:21:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.3,0.3,0.0,100.0,0.6,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:21:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.1,8.5,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:21:00.000Z,PITT MEADOWS CS,3.3,100.0,3.0,98.0,100.0,6.8,3.1,0.0,100.0,0.2,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:22:00.000Z,DELTA BURNS BOG,2.7,100.0,2.7,100.0,100.0,3.2,1.5,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-26T03:22:00.000Z,WHITE ROCK,3.6,100.0,2.9,95.0,100.0,6.0,6.3,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:22:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.5,0.4,0.0,100.0,0.4,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-26T03:22:00.000Z,POINT ATKINSON,3.0,100.0,2.1,94.0,100.0,1.3,4.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-26T03:22:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,9.0,8.5,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:22:00.000Z,PITT MEADOWS CS,3.3,100.0,3.0,98.0,100.0,7.3,3.2,0.0,100.0,0.2,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-26T03:23:00.000Z,WEST VANCOUVER AUT,2.3,100.0,2.2,99.0,100.0,0.5,0.3,0.0,100.0,0.4,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-26T03:23:00.000Z,PITT MEADOWS CS,3.3,100.0,3.0,98.0,100.0,7.4,3.3,0.0,100.0,0.2,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-26T03:23:00.000Z,DELTA BURNS BOG,2.8,100.0,2.7,100.0,100.0,3.0,1.5,0.0,100.0,0.0,,,,,
